4000.00000000001  0.1139491
4001.80288457871  0.06774641
4003.60576915742  -0.003382732
4005.40865373612  0.08101537
4007.21153831482  0.105268
4009.01442289353  0.04501839
4010.81730747223  0.1840284
4012.62019205094  0.2188842
4014.42307662964  0.2614461
4016.22596120835  0.3123445
4018.02884578705  0.3536174
4019.83173036576  0.2388787
4021.63461494446  0.2152718
4023.43749952317  0.3587617
4025.24038410187  0.3149125
4027.04326868058  0.111567
4028.84615325928  0.02270937
4030.64903783799  0.0339878
4032.45192241669  0.08790635
4034.2548069954  0.1621178
4036.0576915741  0.1737583
4037.86057615281  0.04017895
4039.66346073151  -0.1078724
4041.46634531022  -0.1618111
4043.26922988892  -0.1848849
4045.07211446763  -0.1641617
4046.87499904633  -0.003167123
4048.67788362504  0.09246208
4050.48076820374  0.1202778
4052.28365278245  0.2193706
4054.08653736115  0.1842464
4055.88942193985  0.08504155
4057.69230651856  0.05018929
4059.49519109726  0.007987962
4061.29807567597  0.03729374
4063.10096025467  0.1598411
4064.90384483338  0.3790231
4066.70672941208  0.5428799
4068.50961399079  0.5831252
4070.31249856949  0.5539353
4072.1153831482  0.5421054
4073.9182677269  0.4201947
4075.72115230561  0.3363043
4077.52403688431  0.4413387
4079.32692146302  0.5623757
4081.12980604172  0.5573684
4082.93269062043  0.5530195
4084.73557519913  0.5252317
4086.53845977784  0.4543864
4088.34134435654  0.5662571
4090.14422893525  0.6956916
4091.94711351395  0.715098
4093.74999809266  0.6426903
4095.55288267136  0.6351821
4097.35576725007  0.8073735
4099.15865182877  0.9736105
4100.96153640748  0.8986489
4102.76442098618  0.8077526
4104.56730556488  0.8481256
4106.37019014359  0.918892
4108.1730747223  0.8743262
4109.975959301  0.7695937
4111.7788438797  0.8509259
4113.58172845841  0.9018977
4115.38461303711  0.8872905
4117.18749761582  0.7872375
4118.99038219452  0.8267317
4120.79326677323  1.029
4122.59615135193  1.338273
4124.39903593064  1.341509
4126.20192050934  1.08167
4128.00480508805  1.021861
4129.80768966675  0.9472826
4131.61057424546  0.7999485
4133.41345882416  0.6898177
4135.21634340287  0.4990356
4137.01922798157  0.4314973
4138.82211256028  0.440242
